class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,248,4,120,82,0,0,0,0,0,0,174,15572,13872,0,0,0,8820,0,0,0,0,0,35280,28854,33166,2914,0,0,0,0,38,318,0,0,0,0,0,0,0,8136,21482,0,144,52,80,686,2710,14700,11246,0,0,0,20314,4940,1578,654,432,242,762,264,206,226,68488,12,28,4,0,8820,574,26896,6158,,,,,,,,,32760,247.12,68488,68488,72674,102,0,6596,68060,29734,1209600,1644,2,2,0,18666.24,0.0,8187.84,0,34,0,0,0,5082,18472,4852,1160,52,0,0,0,64,68488,0,3364,46,1168,1070,3158,12508,7592,712,0,0,120,700,17280,1782,0,28,0,0,19388,116,116,0,0,0,0,0,0,0,0,420,0,0,21626,3220,1124,216,144840,14528,56236,96,0,0,0,145.68,96,11650,7334,3268,1286,1416,1240,604,2820,0,0,0,0
neg,39942,,978,764,0,0,0,0,0,0,35660,669664,1560722,505052,16242,0,1242876,3846,0,0,1538,2130,2456676,2115624,546340,297812,0,0,0,0,522,1770,0,0,0,0,0,13516,1016432,1209616,547776,0,1544,498,3124,261434,2044754,475960,26,0,0,0,1134122,531954,283936,216438,204104,289104,127682,0,0,0,3005000,0,236,122,18,1242876,43336,316906,228620,184200,259060,,,,,,,98780,39942.64,3005000,3005000,3001232,16481,1918,55362,581140,2787340,1209600,92584,0,102,0,2349249.6,0.0,436293.12,0,0,0,0,13688,204808,902146,1119782,529828,14274,2466,348,294,310,3005000,,3518,434,93594,237520,261492,1992330,182718,15660,74,0,824,4942,2334110,50764,0,7604,0,148,2386600,2436,270,0,0,0,0,0,0,0,0,20510,41570,8456,0,0,97764,19020,142320,20758,0,0,0,0,274920,973.7,1048,462332,491878,351066,182932,411282,417214,362358,94772,13490,16,0,0
neg,60028,,2130706434,1360,0,0,0,0,0,0,796,141746,2760712,1711600,254382,18710,2405038,0,0,0,0,0,4174942,3356232,1467596,715082,0,0,33158,0,2770,402,0,0,0,0,0,176026,1018462,1586566,2106892,0,4710,3478,5838,17260,793838,4062202,620,0,0,0,1569100,1114490,371732,288110,233046,188628,279630,830992,12218,0,5643504,346,70,612,60,2405038,85020,812510,644820,336140,309440,298980,326020,,,,,186580,60028.31,5643504,5643504,5618066,37754,758,72912,794740,4887946,1209600,162914,2,104,0,3830954.88,0,1052087.04,22,1504,0,0,0,13250,584418,2763562,1424218,90198,11018,1282,58,62,5643504,,7046,930,6678,421114,370860,3091932,943224,45592,570,0,1782,1318,3926186,64442,0,800,0,10,3929140,4210,222,0,0,0,0,0,0,0,0,58310,46432,23514,0,0,77408,17532,8091940,809778,5363490,222,0,0,995020,2186.48,2294,1103092,987346,597400,304358,847826,997936,45350,2284,1978,376,0,0
neg,234,2,30,,0,0,0,0,0,0,6508,32216,10512,0,0,0,19358,0,0,0,1316,2508,48578,40990,17796,4056,0,0,0,0,4,10,0,0,0,0,0,0,0,3678,45558,0,462,66,116,668,782,46328,814,0,0,0,41342,4004,1558,858,574,400,264,168,48,20,67802,2,4,0,2,19358,802,7574,10064,,,,,,,,,17180,233.95,67802,67802,67246,79,302,6312,67020,49714,1209600,0,,,,17106.24,13656.0,17935.68,4,50,0,0,4834,18796,19206,5324,1062,8,6,0,,8,67802,0,1540,38,668,928,5976,12406,24248,3170,262,0,,,,,,,,,,474,24,0,0,630,13990,0,0,0,0,714,0,0,0,0,0,0,0,0,71438,36,0,0,0,223.14,172,33548,8934,1550,356,1532,1706,1004,606,0,0,0,0
neg,44292,0,204,170,280,466,0,0,0,14684,492832,1447904,320956,8412,588,0,1038530,0,0,0,7276,11760,2157530,2017952,308080,113794,0,0,0,0,58,384,0,0,0,0,0,105444,244756,1052764,882412,0,1884,3292,6106,10256,14976,1986364,259452,3046,0,0,756190,815388,318158,126104,78836,57526,45854,40272,20852,26196,2473204,136,2102,1648,2,1038530,17520,206224,100766,133400,165840,,,,,,,5620,44291.17,2473204,2473204,2459012,14123,0,3332,49200,2286036,1209600,31104,2,42,0,2029844.16,0,253982.4,34,378,0,454,42040,285042,872996,851078,206462,26628,654,22,826,864,2473204,0,2076,138,33638,94548,370920,1773836,10214,6,0,0,130,724,2039892,1231484,0,6,0,0,2040276,820,576,0,0,0,0,0,0,0,0,9390,7044,2380,3260850,376452,30102,6088,8825300,882736,2376304,14706,0,0,4291210,627.52,540,260798,130462,114374,89000,172216,156888,334184,1019904,7536,14,0,0
neg,1954,,2130706432,18,0,0,0,0,0,0,90,18886,72060,21926,74,0,45728,0,0,0,0,0,102834,92474,16392,7986,0,0,0,0,38,22,0,0,0,0,0,7154,85314,6560,14008,0,1264,32,32,36,330,111322,20,0,0,0,49634,21872,17038,11864,7336,3812,1464,16,0,0,119270,0,4,2,2,45728,1668,5044,11334,,,,,,,,,16080,1953.79,119270,119270,123510,423,0,11774,119000,113036,1209600,4182,2,2,0,102216.96,0.0,9509.76,0,16,0,0,0,3350,43912,58532,6636,488,118,0,0,4,119270,,1330,26,64,30534,2828,52668,24738,848,0,0,22,78,102968,366,0,0,0,8,102968,108,28,0,0,0,0,0,0,0,0,724,1078,570,0,0,2570,700,323360,32330,0,0,0,0,953820,53.86,56,11852,14218,8728,6082,19308,19512,16648,8804,7830,54,0,0
neg,39438,,260,244,0,0,0,0,0,0,30896,410520,1270454,716950,42116,5300,1044028,0,0,0,0,0,2169028,1839130,470588,289020,0,0,0,0,910,134,0,0,0,0,0,0,1129656,1346580,0,0,1720,1124,2802,125346,1785816,558422,1006,0,0,0,744534,550286,205696,168728,147786,135758,151584,344470,27292,102,2640040,64,20,44,12,1044028,32488,319562,147294,193740,244520,,,,,,,27240,39437.27,2640040,2640040,2648038,18781,5276,19174,215280,2476236,,68820,0,42,0,2234167.68,0.0,240271.68,0,0,0,0,1124,150262,604080,1144062,540704,31980,3832,192,516,524,2640040,,3704,510,78838,97434,129896,1888168,265512,12158,16,0,376,382,2137656,21186,0,278,0,10,2252764,1468,114,0,0,0,0,0,0,0,0,20142,37084,7050,0,0,95230,11684,512360,69634,0,0,0,0,38437280,887.48,1046,254916,407050,350360,200162,465872,281168,228204,156672,131820,12,0,0
neg,950,,26,24,0,0,0,0,0,0,316,45896,29228,28,0,0,33774,0,0,0,0,0,77542,62998,35144,6084,0,0,0,0,18,54,0,0,0,0,0,0,0,288,75180,0,376,146,146,150,1534,73116,0,0,0,0,34206,24088,12300,3084,834,284,416,236,20,0,112812,12,6,0,2,33774,1116,19556,15336,,,,,,,,,34200,950.22,112812,112812,111482,276,0,10658,111700,75468,1209600,2180,0,12,0,53059.2,0.0,21246.72,0,52,0,0,0,14292,53558,6666,812,118,22,0,0,16,112812,,1296,78,996,2354,3152,21378,42446,3690,78,0,52,176,56260,7922,0,48,0,0,56516,280,248,0,0,0,0,0,0,0,0,902,212,28,0,0,1366,286,1300,170,0,0,0,0,0,200.58,196,23484,12452,3294,1796,4066,4402,11542,14432,0,0,0,0
neg,2288,,2130706432,20,0,0,0,0,0,0,70,26032,121266,388,0,0,58242,0,0,0,0,0,141674,132326,18346,7090,0,0,0,0,18,8,0,0,0,0,0,4366,107950,12594,22846,0,110,8,22,38,1144,146048,386,0,0,0,76966,54988,13792,1940,56,14,0,0,0,0,160052,0,2,10,0,58242,1162,12272,6048,,,,,,,,,18100,2289.0,160052,160052,163364,464,0,15876,159800,147756,1209600,3110,2,12,0,136306.56,0,11356.8,0,0,0,0,0,2670,127198,17118,608,124,38,0,0,6,160052,,172,22,1490,9062,2710,61218,71478,1584,20,0,24,62,77640,162,0,8,0,64,136960,98,20,0,0,0,0,0,0,0,0,594,1396,772,0,0,4234,918,1719960,173486,0,0,0,0,1289060,87.68,56,12356,22018,23464,16456,47536,25772,134,10,10,0,0,0
neg,73442,,0,,0,0,0,0,0,82,249182,3213884,5877776,3227088,669172,39222,6160020,0,64,0,1260,2572,11260100,9420152,2882280,1583804,0,0,68352,0,0,0,0,0,0,0,0,0,89370,13186972,64,0,21580,12074,13242,40090,6513028,6641378,34948,46,18,2,6843214,1431490,796650,797706,810128,849818,870622,733076,139974,3728,14146682,0,8434,434,1318,6160020,201160,1308566,1568154,345920,270440,269460,236160,208080,217960,212900,213420,223280,73441.83,14146682,14146682,13990316,80022,1889814,66996,809500,13276406,1209600,0,,,,9479467.2,0.0,3778967.04,,,0,0,16300,1112390,4669664,5168338,2004832,265438,38916,528,,1704,14146682,,15604,3204,1654476,830686,2171648,6693066,1892342,15380,0,0,,,,,,,,,,22002,896,0,0,0,0,0,0,0,0,137178,22660,3408,0,0,306370,37724,21800040,5802456,0,0,0,0,11154930,,,3845260,6834848,2227676,171638,130648,38960,16954,6046,4370,6,0,0
pos,846682,,21688,,0,0,0,0,0,0,1221750,39086498,29753198,2050260,66382,504,33818494,0,114,0,722,1294,61351032,50930884,15918316,8850020,0,0,0,0,137334,17574,36800,19042,26283758,9973768,12890638,22555666,166830,139176,113026,0,100094,39936,45318,59146,107446,71826204,548,12,0,0,39845616,6763574,6544838,5085500,5091476,4911780,3469180,466740,0,0,77282160,27620,15526,22952,824,33818494,992804,8224400,7667562,237160,248600,238160,225580,243560,236620,238100,260960,192980,846681.98,77282160,77282160,76307684,332904,108096,4068,944540,72178704,1209600,0,,,,64755846.72,0.0,7339099.2,58,21646,0,0,25124,7022298,40135530,22332784,2279858,323202,58964,944,,1878,77282160,,123572,22258,4171810,4331344,6880650,45731044,10895512,22506,8,0,,,,,,,,,,70050,1158,0,0,0,0,0,0,0,0,649428,189526,21438,0,0,1878928,205386,267104360,27216256,38234160,853990,0,0,13498210,33344,36936,7694674,26558472,12729076,6779716,18301072,80610,19730,8576,6762,16,0,0
pos,980162,,1104,,0,0,0,0,27268,2259704,12245864,10861998,2447616,179184,8358,0,27338200,5930,220,0,2904364,4273328,55802548,52212492,19503128,5369998,0,0,0,0,45212,2884,0,0,0,0,0,0,916,6559554,21469522,0,97546,63766,58970,83012,6227204,21499494,0,0,0,0,5890448,9631202,4317330,2418234,1443086,1391684,1563826,1253426,120548,208,78213046,74232,71244,6094,172,27338200,828350,13120134,6372336,332400,352240,323480,333540,318820,284480,300860,296000,178560,980162.05,78213046,78213046,34985912,201203,44092,40650,741360,28029992,1209600,0,,,,56385821.76,3732565.44,4678105.92,376,9808,0,121168,5184508,12472024,7828324,2192016,196508,33838,1606,0,,0,78213046,,24238,5260,2623110,1523044,17382102,6470786,1452,0,0,0,,,,,,,,,,54776,1992,4290510,6153796,0,0,0,0,0,0,460184,1149794,140764,0,0,1821050,194722,148590240,15174848,0,0,0,0,44134980,12796.92,13582,2750060,4549012,3604200,1924690,4809868,9533152,688612,129902,40496,0,0,0
neg,48,0,34,28,0,0,0,0,242,7588,9116,3368,1538,0,0,0,4452,0,0,0,5440,8168,12610,13206,9362,1944,0,0,0,0,58,18,0,0,0,0,0,0,0,244,21608,0,68,4,6,600,606,458,8122,196,11792,0,18632,1546,436,208,150,206,106,412,126,30,27446,2,12,0,2,4452,266,3648,5688,,,,,,,,,9100,48.64,27446,27446,28892,65,0,2570,27140,21908,1209600,620,4,8,0,5322.24,0.0,15346.56,2,16,0,7812,8554,2524,1974,550,438,0,0,0,6,12,27446,0,1266,4,664,228,8690,10094,904,2,0,0,50,28,5744,142,0,32,0,0,6164,102,42,0,0,0,0,0,0,0,0,336,0,0,0,0,44,12,20720,2046,0,0,0,0,0,114.32,60,16750,3328,670,158,230,176,170,370,0,0,0,0
pos,220406,0,2224,1850,0,0,0,24778,464934,2270494,2495712,1987508,670312,94750,1918,0,10905556,43708,86,0,1351392,2460932,20076514,16855908,9481404,4080360,0,0,0,0,11660,2274,0,0,0,0,0,0,0,1238916,6771490,0,117998,28156,41952,62946,469880,4975214,825186,1489074,0,0,5054708,1369396,508994,294532,196238,153842,141678,128604,85068,77346,30912350,1622,494,1264,10,10905556,437278,1983634,7490164,613960,292520,431480,459180,584760,632080,615660,539800,438060,220405.08,30912350,30912350,30696264,27123,4186,42550,639520,29839788,1209600,293122,0,144,0,18780460.8,0.0,11039364.48,2890,3496,47028,487586,1068070,1649124,2261828,1396330,544070,336036,188450,31884,34,36,30912350,0,7874,1004,1751286,1637106,920258,3245144,435290,12424,20,0,4044,4904,4582700,531816,0,9810,0,0,5042366,20652,5050,0,0,0,0,0,0,0,0,242662,6924,1322,0,0,246580,42296,297080,39572,0,0,0,0,12405100,2221.14,2120,3299002,2327036,1097654,222748,345588,493102,188088,34820,2368,0,0,0
neg,6028,4,372,240,0,0,0,0,0,0,29818,329910,24620,904,0,0,188664,0,0,0,140,194,360278,312182,113392,33174,0,0,0,0,146,392,0,0,0,0,0,0,0,219716,165536,0,1696,432,560,560,556,38820,342628,0,0,0,160560,88692,31748,20330,16236,13420,11596,10830,6308,25532,473986,72,64,16,0,188664,5678,76286,36974,,,,,,,,,112060,6027.21,473986,473986,459890,2161,58,46438,472400,385576,1209600,14416,0,54,0,327954.24,0.0,55741.44,102,266,0,0,2086,62284,167234,116544,34436,2508,144,16,0,32,473986,0,1846,172,31144,20102,13790,134492,177972,5654,80,0,266,684,332986,62168,0,28,0,0,334450,470,236,0,0,0,0,0,0,0,0,2884,1666,346,892272,141062,16174,2894,7840,1386,455478,1990,0,0,0,489.28,446,60706,75284,30706,13434,24770,20044,27230,130392,2686,0,0,0
neg,13960,,216,0,0,0,0,0,0,0,1720,8428,571478,766778,60748,2644,555562,0,0,0,0,0,1107420,816754,566404,241394,0,0,0,0,786,202,0,0,0,0,0,1916,99588,244584,1065708,0,2992,2382,4114,66916,787474,547842,76,0,0,0,815674,270042,102136,64648,48822,50308,53310,6856,0,0,1674420,562,2074,794,6,555562,20784,280010,283358,343360,,,,,,,,217240,13960.12,1674420,1674420,1588816,5787,12226,42710,459380,1411796,1209600,50302,0,2,0,987273.6,0.0,422780.16,0,0,0,0,0,0,139284,747762,490818,29506,4386,40,0,4,1674420,,3768,496,20904,295702,93192,675740,302988,18886,120,0,0,4,3858,0,0,2,0,0,4514,2328,292,0,0,0,0,0,0,0,0,12998,10954,2638,0,0,45814,7812,1609600,214226,0,0,0,0,12960240,1086.14,1158,440666,321102,161458,80472,228734,173758,2676,1602,1308,20,0,0
neg,41344,,212,188,0,0,0,0,0,0,3180,727382,1290378,304250,14092,124,1169666,0,148,598,0,0,2192836,2033760,286064,126654,0,0,0,0,844,218,0,0,0,0,0,78696,701524,1399548,159638,0,1076,478,1058,2718,136392,2197630,54,0,0,0,644090,626404,301406,218040,157754,114998,105300,170918,496,0,2479080,82,48,230,0,1169666,21574,194266,90344,122340,153640,,,,,,,6780,41344.85,2479080,2479080,2484210,15780,996,3906,56420,2339406,1209600,51222,0,30,0,2167722.24,0.0,169507.2,0,456,0,0,44,309022,1128822,760760,131914,7764,1080,0,10,14,2479080,,2490,322,14940,109456,77332,1642002,485802,6950,112,0,326,734,2166608,59280,0,19692,0,0,2181364,1002,106,0,0,0,0,0,0,0,0,10728,42768,6466,0,0,55034,6652,24340,4872,0,0,0,0,1344850,631.38,730,181190,318014,272230,171198,413872,349246,231156,135318,233856,33326,0,0
neg,34,0,2130706432,6,0,0,0,0,0,0,2182,5372,2694,0,0,0,3878,0,214,0,54,256,22108,17692,17200,868,0,0,0,0,24,126,0,0,0,0,0,0,3212,1406,5630,0,148,16,50,856,410,8768,0,0,0,0,8456,660,354,140,54,416,168,0,0,0,39422,0,2,0,0,3878,372,14046,2908,,,,,,,,,16640,34.23,39422,39422,38858,43,0,3700,38820,10344,1209600,674,4,4,0,5452.8,0.0,3747.84,0,20,0,0,1682,4998,3054,484,30,0,0,0,0,4,39422,0,1146,18,30,26,1188,6774,1064,2,0,0,4,286,5948,114,0,0,0,0,5980,56,228,0,0,0,0,0,0,0,0,412,0,0,808,184,252,42,14580,1452,33018,36,0,0,0,1.18,80,5196,3954,520,242,238,30,38,30,0,0,0,0
neg,718078,,0,,0,0,0,0,0,45860,3775132,25815728,10614990,650536,8682,0,22163464,0,52,,62928,87382,38796376,36571046,4723994,1800030,0,0,0,0,0,0,0,0,0,299114,1539402,2578892,5577404,13857736,17058380,0,14494,7796,28904,1761182,14171990,24926532,28,2,0,0,12108342,8928758,3867650,2834430,2199046,2157262,4757748,4052254,5438,0,43586312,1780,1394,4922,0,22163464,322968,3030526,1679988,75880,116480,95300,67840,78380,78380,74820,78760,115180,718077.17,43586312,43586312,43302858,285456,8243804,,1190600,40910928,1209600,0,,,,36390614.4,0.0,4491092.16,,,0,7552,456252,13462478,19466482,6742468,670514,92904,12028,250,,0,43586312,,22528,4534,766178,2371448,1377294,24565518,11610872,192482,74,0,,,,,,,,,,21084,604,,,,,,,,,163372,345160,74410,99537826,24976592,1005192,169448,20122100,12750234,0,653546,0,0,,,,4690348,4774550,4542016,2076816,3919596,3852058,5008384,10263592,1774442,9126,0,0
neg,61696,,0,,0,0,0,0,0,0,145942,993966,2602220,441330,2674,0,1951590,0,0,,460,766,3915280,3633270,796808,224696,0,0,0,0,0,0,0,0,0,0,0,55456,1825758,1149332,1155586,0,26288,14708,32480,40362,1429930,2642138,226,0,0,0,1819518,565022,380366,323486,299152,294380,299898,172132,30206,1972,4713132,220,706,660,38,1951590,36078,580996,212730,177620,158600,320980,0,0,0,0,0,130880,61695.28,4713132,4713132,,26492,469300,,1075800,,1209600,0,,,,3749881.92,0.0,430340.16,,,0,0,14398,437150,1811998,1795514,104950,18140,3918,64,,56,4713132,,5636,588,191524,216400,315268,2952054,486188,18464,10,0,,,,,,,,,,2432,226,,,,,,,,,19038,72656,11538,0,0,139382,18516,9729880,1648640,0,0,0,0,,,,464888,901638,675162,323242,685214,494062,330522,149374,155016,7014,0,0
neg,56928,,584,422,0,0,0,0,0,0,1752,30646,2602226,1187014,80334,5032,1994152,3154,0,0,0,0,3269344,2682110,1044012,490390,0,0,0,0,2924,416,0,0,0,0,0,19166,955014,2931702,1122,0,2830,1210,2886,215626,2981914,702500,38,0,0,0,1452356,778600,352938,292726,255308,222702,240890,311250,234,0,4314324,88,90,1852,12,1994152,70918,515128,522216,258760,284440,346320,,,,,,144240,56927.02,4314324,4314324,4304566,26114,1634,61212,674720,3907004,1209600,111672,0,174,0,3336108.48,0.0,567619.2,0,0,0,0,0,2622,930714,2196548,729538,39178,7926,478,18,22,4314324,,6440,840,64152,277634,195120,2248838,1092396,21436,148,0,744,1192,3176960,56808,206,6704,0,0,3381702,2864,416,0,0,0,0,0,0,0,0,45524,31866,5578,0,0,94702,16298,516660,69500,0,0,0,0,262780,1531.32,1898,595730,768048,526320,240532,493204,555490,363534,158530,189006,16610,0,0
neg,14,,60,36,0,0,0,0,0,0,622,2564,2128,0,0,0,2298,0,0,0,54,286,6340,3666,14038,770,0,0,0,0,14,2,0,0,0,0,0,0,0,2876,2438,0,66,10,12,38,864,4324,0,0,0,0,3988,554,150,194,18,10,286,114,0,0,20444,2,4,2,2,2298,132,11718,2298,,,,,,,,,13900,13.15,20444,20444,20782,20,0,1902,20240,5314,1209600,278,2,2,0,2082.24,0.0,2341.44,0,14,0,0,400,2452,1620,368,474,0,0,0,0,8,20444,,924,8,16,8,36,114,3542,638,28,0,56,2,2444,98,0,0,0,0,2446,50,34,0,0,0,0,0,0,0,0,160,0,0,1022,268,50,20,6360,662,744,8,0,0,0,50.1,44,3402,1502,314,46,50,0,0,0,0,0,0,0
neg,30178,,56,44,0,0,2,0,0,0,292,88828,1442210,284428,1900,0,920688,0,0,0,0,0,1725514,1622970,215518,72040,0,0,0,0,68,20,0,0,0,0,0,8276,539498,1250860,19026,0,2164,4234,7724,7966,793532,1001798,242,0,0,0,672518,368950,227702,155344,135068,85708,78620,93688,62,0,1941294,350,428,332,0,920688,13142,130522,84352,164920,,,,,,,,47660,30177.33,1941294,1941294,1936814,11145,147352,71284,728580,1817660,1209600,44452,0,56,0,1693022.4,0.0,123548.16,,,0,0,0,2888,748934,939308,111040,11998,3104,388,670,696,1941294,,1162,222,77796,69334,228256,1380040,59502,1348,0,0,124,36,951302,87650,0,4780,0,0,1702214,778,84,0,0,0,0,0,0,0,0,6858,21466,3446,0,0,51528,8196,2261720,328406,0,0,0,0,700540,,,132084,291660,284038,175174,366122,254848,111888,64418,120638,16790,0,0
neg,18802,4,216,202,0,0,0,0,1072,58704,731258,1085974,588230,75866,2552,0,1006652,664,38,0,47806,74636,1881284,1561870,737826,315466,4,0,0,0,446,18,0,0,0,0,0,0,0,88208,2455448,0,17374,4072,3726,9044,23114,2411006,46868,28452,0,0,1554388,576448,126992,85746,56290,41672,30168,33996,23814,14142,2667516,1460,20,1484,14,1006652,42634,177388,559190,321360,360640,,,,,,,50960,18802.05,2667516,2667516,2619626,9398,18,20830,242860,2544772,1209600,91616,0,388,0,1380138.24,359840.64,792992.64,62,750,592,40482,457958,855182,940886,230298,16132,2012,114,0,32,78,2667516,0,12910,274,474684,634240,399648,991396,30372,132,0,0,356,30,1352536,220306,0,42,0,0,1453446,12116,1404,49440,382308,0,0,0,0,0,0,25462,9218,1732,4568908,862456,89410,14754,20280,2040,1204000,19954,0,0,17802080,1176.64,1078,1195158,541866,220514,80076,157536,135242,82438,129548,1278,0,0,0
neg,112262,,1244,156,0,0,0,0,0,93260,2040128,3417300,1774548,302540,14780,0,3406100,0,0,0,68172,102646,6614166,5750216,1588774,789530,0,0,0,0,1064,5054,0,0,0,0,0,0,31326,2373208,5238022,0,5112,1298,2156,3356,89108,7540522,1004,0,0,0,2128672,2678714,905922,505120,290714,192720,173824,566534,198426,1910,8272518,4384,2290,3466,6,3406100,119102,832618,752446,199160,231740,287180,266280,193760,224980,,,171200,112262.52,8272518,8272518,8289456,41736,18298,90722,999300,7642556,1209600,313150,0,518,0,6204490.56,147272.64,1276656.0,0,834,0,3012,975792,2727808,2423582,1250084,238526,20734,2980,38,1812,1926,8272518,,10874,1602,49512,1161282,231502,2993728,3113436,80218,400,2,686,7156,4701928,812118,332,10026,0,0,6266266,9452,4290,0,0,1270,151552,0,0,0,0,54912,83822,15108,26146884,3030570,376986,54214,2042880,288824,3086804,180682,0,0,111068980,2978.02,3228,1479000,1288426,932306,327110,588664,548866,626616,1759292,92122,154,0,0
neg,26,,2,2,0,0,0,0,0,0,84,264,5226,3402,0,0,3244,0,0,0,0,0,10388,7718,4218,1132,0,0,0,0,4,2,0,0,0,0,0,0,8976,0,0,0,64,14,22,34,2450,6384,8,0,0,0,7418,1182,248,76,38,6,8,0,0,0,14618,0,4,0,0,3244,214,1520,2674,,,,,,,,,4080,26.46,14618,14618,15842,17,0,1348,14460,8976,1209600,760,2,6,0,4365.12,0.0,4563.84,0,0,0,0,0,680,3478,4000,718,76,24,0,0,4,14618,,102,24,24,1136,898,2598,3182,958,54,0,0,6,5284,16,0,24,0,26,5336,64,22,0,0,0,0,0,0,0,0,166,0,0,0,0,194,58,11860,1180,0,0,0,0,0,39.2,42,4932,3504,380,66,58,20,16,0,0,0,0,0
neg,38224,,318,314,0,0,0,0,0,0,9666,1128888,1213886,150726,686,0,1155514,0,0,0,0,0,2310780,2105640,230644,162502,0,0,0,0,536,78,0,0,0,0,0,76652,718214,1653194,55792,0,24660,322,482,12592,1510266,936724,18806,0,0,0,811704,672426,272162,183518,132370,112926,259072,59674,0,0,2541840,0,22,184,10,1155514,29656,110900,119220,106260,111640,,,,,,,8360,38224.6,2541840,2541840,2573520,11877,870,9850,118140,2503860,1209600,102962,0,42,0,2137160.0,0.0,341282.0,0,0,0,0,0,180304,1191634,947584,165680,14472,3916,262,5802,5814,2541838,,26488,428,10502,198720,178464,1767616,316680,4954,0,0,420,254,2167760,32648,0,150,0,34,2168740,1678,144,0,0,0,0,0,0,0,0,13344,37086,6584,0,0,124848,21946,5980,1032,0,0,0,0,368270,909.88,1016,389970,442358,273276,153782,297754,276906,249766,169414,247736,2890,0,0
neg,78762,,1198,794,0,0,0,0,0,0,2204,186228,3689642,1167020,44470,2670,2629302,4252,0,0,0,0,4554042,4010014,1040020,448720,0,0,10744,0,9508,1480,0,0,0,0,0,29482,1946778,3018240,97734,0,4960,3122,2846,49522,2837730,2188628,5426,0,0,0,1887152,1151302,454838,338378,279376,254646,289144,437374,24,0,5595120,472,1520,776,6,2629302,79370,654072,383722,276880,217020,249920,172300,,,,,113140,78761.9,5595120,5595120,5592410,33801,1448,68234,744720,5092234,1209600,134488,0,148,0,4589342.4,0.0,498856.32,0,0,0,0,0,2784,1407482,3052698,590604,31892,6554,220,50,78,5595120,,8082,1032,102898,194152,259882,3336802,1158972,30210,204,0,1832,4712,4468192,551588,24,34630,0,0,4624784,3688,564,0,0,0,0,0,0,0,0,43452,47778,8892,0,0,152988,21678,322460,36724,0,0,0,0,36407400,1851.44,2386,527114,1139364,599302,283062,589994,814300,481508,292622,356366,8602,0,0
neg,28,,10,6,2,12,0,0,0,0,4666,2316,1610,0,0,0,3408,0,38,0,238,568,11124,9396,3606,126,0,0,0,0,10,10,0,0,0,0,0,0,0,66,8526,0,908,24,44,40,492,7084,0,0,0,0,6000,1704,228,238,42,22,46,20,256,36,14998,0,2,2,0,3408,202,1920,1666,,,,,,,,,3360,28.78,14998,14998,18146,24,248,1398,14760,8592,1209600,452,0,2,0,4652.16,0.0,3078.72,,,0,0,1570,3888,2302,710,122,0,0,0,2,8,14998,,864,14,28,342,954,1886,3870,630,4,0,8,10,3934,300,0,0,0,0,5360,76,106,0,0,0,0,0,0,0,0,200,0,0,824,230,78,28,3700,664,10034,14,0,0,0,,,4230,3750,378,54,42,26,14,98,0,0,0,0
